Area,BHK,Bathroom,Furnishing,Region,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
1150,2,3,Semi-Furnished,Kalkaji,"Deshbandhu Apartments, Kalkaji",2,16100000,Ready_to_move,Resale,Apartment,10000
1200,2,2,Furnished,Kalkaji,"Deshbandhu Apartments, Kalkaji",2,18500000,Ready_to_move,Resale,Apartment,
1200,2,2,Unfurnished,Kalkaji,"Deshbandhu Apartments, Kalkaji",1,16000000,Ready_to_move,Resale,Apartment,18000
1300,3,2,Unfurnished,Kalkaji,"Deshbandhu Apartments, Kalkaji carpet area 1300 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road society Deshbandhu Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Third Floor with terrace 3 bhk builder floor apartment with 2 attached bathrooms located in kalkaji Deshbandu apartment . all water and electrical connections installed, very spacious drawing room , 2 balconies in front and rear each dedicated parking spot for 1 car. extra parking space available for additional cars, Immediately for sale , read more Contact Agent View Phone No. Share Feedback Agent Bhawani Realtors",1,13500000,Ready_to_move,Resale,Apartment,18000
900,3,2,Semi-Furnished,Kalkaji,"Giri Nagar, KalkaJi",2,6600000,Ready_to_move,Resale,Apartment,
1000,3,3,Semi-Furnished,Kalkaji,"Govindpuri Extension, Kalkaji",2,8600000,Ready_to_move,New_Property,Apartment,
1800,3,3,Semi-Furnished,Kalkaji,"Govindpuri Extension, Kalkaji",2,14000000,Ready_to_move,Resale,Builder_Floor,
720,2,2,Unfurnished,Kalkaji,"Govindpuri Extension, Kalkaji",2,4700000,Ready_to_move,Resale,Builder_Floor,
900,3,3,Semi-Furnished,Kalkaji,"Govindpuri Extension, Kalkaji",1,6800000,Ready_to_move,New_Property,Builder_Floor,10000
900,3,3,Semi-Furnished,Kalkaji,"Govindpuri Extension, Kalkaji",1,7000000,Ready_to_move,New_Property,Builder_Floor,
720,2,2,Unfurnished,Kalkaji,"Govindpuri Extension, Kalkaji",1,5500000,Almost_ready,New_Property,Builder_Floor,18000
500,2,2,Semi-Furnished,Kalkaji,"Govindpuri Extension, Kalkaji",1,3300000,Ready_to_move,New_Property,Builder_Floor,
700,2,2,Semi-Furnished,Kalkaji,"Govindpuri Extension, Kalkaji",1,3800000,Ready_to_move,New_Property,Builder_Floor,
950,3,2,Semi-Furnished,Kalkaji,"Govindpuri Extension, Kalkaji",1,8000000,Ready_to_move,New_Property,Apartment,
1260,3,3,Semi-Furnished,Kalkaji,Kalkaji,2,16500000,Ready_to_move,Resale,Builder_Floor,
1300,3,3,Semi-Furnished,Kalkaji,Kalkaji,2,21000000,Ready_to_move,Resale,Builder_Floor,
1600,3,3,Semi-Furnished,Kalkaji,Kalkaji,2,26000000,Ready_to_move,Resale,Builder_Floor,
900,2,2,Unfurnished,Kalkaji,Kalkaji,2,15000000,Ready_to_move,Resale,Apartment,
810,2,2,Semi-Furnished,Kalkaji,Kalkaji,1,14000000,Ready_to_move,New_Property,Builder_Floor,18000
900,2,2,Furnished,Kalkaji,Kalkaji,1,9000000,Ready_to_move,Resale,Builder_Floor,18000
1800,2,2,Furnished,Kalkaji,Kalkaji,1,21000000,Ready_to_move,Resale,Builder_Floor,
1000,2,3,Semi-Furnished,Kalkaji,Kalkaji Extention,1,11000000,Ready_to_move,Resale,Apartment,18000
1070,3,2,Furnished,Kalkaji,Kalkaji Extention,1,6800000,Ready_to_move,Resale,Apartment,10000
1050,2,2,Unfurnished,Kalkaji,Kalkaji Extention,1,9000000,Ready_to_move,Resale,Apartment,10000
1000,2,2,Semi-Furnished,Kalkaji,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",1,18000000,Ready_to_move,Resale,Builder_Floor,18000
800,2,2,Semi-Furnished,Kalkaji,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",1,8000000,Ready_to_move,Resale,Builder_Floor,10000
1550,3,3,Unfurnished,Kalkaji,"Mandakini Enclave Project, Kalkaji",2,27500000,Ready_to_move,Resale,Builder_Floor,18000
1800,3,3,Semi-Furnished,Kalkaji,"Nehru Enclave, Kalkaji",1,26000000,Ready_to_move,Resale,Builder_Floor,12916
1350,3,2,Semi-Furnished,Kalkaji,"Nehru Enclave, Kalkaji",1,17500000,Ready_to_move,Resale,Builder_Floor,6878
1485,3,3,Unfurnished,Kalkaji,"Rishi Apartment, Kalkaji",1,30000000,Ready_to_move,Resale,Apartment,
1332,3,2,Semi-Furnished,Karol Bagh,"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",1,6540000,Ready_to_move,Resale,Builder_Floor,14776
1500,3,3,Unfurnished,Karol Bagh,"DDA Mig Flat, Prasad Nagar, Karol Bagh",2,16000000,Ready_to_move,Resale,Apartment,14092
950,2,2,Furnished,Karol Bagh,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",1,12500000,Ready_to_move,Resale,Apartment,8761
1143,2,2,Unfurnished,Karol Bagh,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",1,16000000,Ready_to_move,Resale,Apartment,125984
535,2,1,Furnished,Karol Bagh,"Dev Nagar, Karol Bagh",1,3900000,Ready_to_move,New_Property,Apartment,7290
720,2,1,Semi-Furnished,Karol Bagh,"Dev Nagar, Karol Bagh",1,7000000,Ready_to_move,Resale,Builder_Floor,9722
530,4,1,Semi-Furnished,Karol Bagh,"Dev Nagar, Karol Bagh",1,6800000,Ready_to_move,Resale,Apartment,14776
1280,3,3,Furnished,Karol Bagh,Karol Bagh,2,15000000,Ready_to_move,Resale,Builder_Floor,14092
1206,3,3,Semi-Furnished,Karol Bagh,Karol Bagh,1,20000000,Ready_to_move,Resale,Builder_Floor,16584
1200,3,2,Semi-Furnished,Karol Bagh,Karol Bagh,1,14500000,Ready_to_move,Resale,Builder_Floor,7290
468,2,2,Unfurnished,Karol Bagh,Karol Bagh,1,4100000,Ready_to_move,Resale,Builder_Floor,8761
675,2,2,Semi-Furnished,Karol Bagh,Karol Bagh,1,10000000,Ready_to_move,Resale,Builder_Floor,14815
345,1,1,Semi-Furnished,Karol Bagh,Karol Bagh,1,5500000,Ready_to_move,Resale,Builder_Floor,125984
1600,3,3,Semi-Furnished,Karol Bagh,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",1,24000000,Ready_to_move,New_Property,Builder_Floor,8761
576,2,2,Unfurnished,Karol Bagh,"Prasad Nagar, Karol Bagh",1,5000000,Ready_to_move,Resale,Apartment,14815
900,2,1,Semi-Furnished,Karol Bagh,"Sitaram Bazar, Chandni Chowk",1,6200000,Ready_to_move,New_Property,Builder_Floor,6667
2805,4,4,Unfurnished,Karol Bagh,"The Amaryllis, Karol Bagh",2,52300000,Almost_ready,Resale,Apartment,14092
1135,3,3,Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",2,24500000,Almost_ready,Resale,Apartment,13324
1135,3,3,Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",2,25000000,Almost_ready,Resale,Apartment,14366
1135,3,3,Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",2,25000000,Almost_ready,Resale,Apartment,22222
1135,3,3,Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",2,25000000,Almost_ready,Resale,Apartment,22222
2000,4,4,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,39700000,Almost_ready,New_Property,Apartment,14776
2200,3,3,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,43100000,Ready_to_move,New_Property,Apartment,13324
1775,3,3,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,25500000,Almost_ready,New_Property,Apartment,14366
1775,3,3,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,25500000,Almost_ready,New_Property,Apartment,14366
1775,3,3,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,25500000,Almost_ready,New_Property,Apartment,14366
1912,3,3,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,27500000,Almost_ready,New_Property,Apartment,14382
1017,3,3,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,22000000,Ready_to_move,New_Property,Apartment,14776
1501,3,2,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,20000000,Almost_ready,Resale,Apartment,13324
1200,3,2,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,20900000,Almost_ready,Resale,Apartment,13324
987,2,2,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,17000000,Ready_to_move,New_Property,Apartment,14366
1252,2,2,Semi-Furnished,Karol Bagh,"The Amaryllis, Karol Bagh",1,18500000,Almost_ready,New_Property,Apartment,14776
3901,4,4,Unfurnished,Karol Bagh,"The Leela Sky Villas, Patel Nagar",1,93000000,Almost_ready,New_Property,Apartment,23840
3901,4,4,Unfurnished,Karol Bagh,"The Leela Sky Villas, Patel Nagar",1,93000000,Almost_ready,New_Property,Apartment,23840
3901,4,4,Unfurnished,Karol Bagh,"The Leela Sky Villas, Patel Nagar",1,93000000,Almost_ready,New_Property,Apartment,23840
1900,3,3,Semi-Furnished,Karol Bagh,"The Leela Sky Villas, Patel Nagar",1,55300000,Almost_ready,New_Property,Apartment,7500
2306,3,3,Unfurnished,Karol Bagh,"The Leela Sky Villas, Patel Nagar",1,57000000,Almost_ready,New_Property,Apartment,24718
2306,3,3,Unfurnished,Karol Bagh,"The Leela Sky Villas, Patel Nagar",1,57000000,Almost_ready,New_Property,Apartment,24718
2306,3,3,Unfurnished,Karol Bagh,"The Leela Sky Villas, Patel Nagar",1,57000000,Almost_ready,New_Property,Apartment,24718
900,2,2,Semi-Furnished,Lajpat Nagar,"Amar Colony, Lajpat Nagar",2,13000000,Ready_to_move,New_Property,Builder_Floor,14444
600,2,2,Semi-Furnished,Lajpat Nagar,"Amar Colony, Lajpat Nagar",1,11500000,Ready_to_move,New_Property,Builder_Floor,
810,2,2,Semi-Furnished,Lajpat Nagar,"Dayanand Colony, Lajpat Nagar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 810 sqft status Ready to Move floor 1 out of 5 floors transaction Resale balcony 1 Contact Now Enquire Now Auction By Bank",1,8910000,Ready_to_move,Resale,Builder_Floor,
8000,4,5,Semi-Furnished,Lajpat Nagar,Lajpat Nagar,1,240000000,Ready_to_move,New_Property,Builder_Floor,20000
8000,4,5,Semi-Furnished,Lajpat Nagar,Lajpat Nagar,1,240000000,Ready_to_move,New_Property,Builder_Floor,22000
1350,3,4,Unfurnished,Lajpat Nagar,Lajpat Nagar,1,25000000,Ready_to_move,Resale,Apartment,
1650,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar,1,30000000,Ready_to_move,Resale,Builder_Floor,
900,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar,1,10500000,Ready_to_move,New_Property,Builder_Floor,
900,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar,1,13500000,Ready_to_move,New_Property,Apartment,
1280,2,2,Furnished,Lajpat Nagar,Lajpat Nagar,1,12500000,Ready_to_move,Resale,Builder_Floor,
900,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 1,2,10000000,Ready_to_move,Resale,Builder_Floor,22000
890,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 1,1,8300000,Ready_to_move,Resale,Builder_Floor,22000
800,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 1,1,15000000,Ready_to_move,New_Property,Builder_Floor,
850,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 1,1,11500000,Ready_to_move,Resale,Builder_Floor,
1710,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,4,26000000,Ready_to_move,New_Property,Builder_Floor,
1710,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,4,26000000,Ready_to_move,New_Property,Builder_Floor,
1350,2,2,Furnished,Lajpat Nagar,Lajpat Nagar 2,4,12500000,Ready_to_move,Resale,Builder_Floor,9259
1500,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,2,26000000,Ready_to_move,New_Property,Builder_Floor,9259
1675,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,2,31000000,Ready_to_move,New_Property,Builder_Floor,18507
1350,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,2,22000000,Ready_to_move,Resale,Builder_Floor,18507
1800,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,2,35000000,Almost_ready,New_Property,Builder_Floor,18507
1500,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,2,26000000,Ready_to_move,New_Property,Builder_Floor,
900,2,2,Furnished,Lajpat Nagar,Lajpat Nagar 2,2,12500000,Ready_to_move,Resale,Builder_Floor,7000
850,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,2,14600000,Ready_to_move,Resale,Builder_Floor,9259
900,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,2,13400000,Ready_to_move,New_Property,Builder_Floor,18507
900,2,2,Furnished,Lajpat Nagar,Lajpat Nagar 2,2,11000000,Ready_to_move,Resale,Builder_Floor,18507
1100,2,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,22500000,Ready_to_move,New_Property,Builder_Floor,7000
1500,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,26000000,Ready_to_move,New_Property,Builder_Floor,7000
1350,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,25000000,Ready_to_move,New_Property,Builder_Floor,7000
1350,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,26000000,Ready_to_move,New_Property,Builder_Floor,7000
1800,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,28500000,Ready_to_move,New_Property,Builder_Floor,7000
1575,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,25500000,Ready_to_move,New_Property,Builder_Floor,9259
800,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,14500000,Ready_to_move,New_Property,Builder_Floor,7000
810,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,15500000,Ready_to_move,New_Property,Builder_Floor,7000
900,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,15800000,Ready_to_move,New_Property,Builder_Floor,7000
825,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,15000000,Ready_to_move,New_Property,Builder_Floor,7000
900,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,13000000,Ready_to_move,New_Property,Builder_Floor,7000
875,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,15000000,Ready_to_move,New_Property,Builder_Floor,7000
750,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,16500000,Ready_to_move,New_Property,Builder_Floor,7000
900,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,10300000,Ready_to_move,New_Property,Builder_Floor,7000
900,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,11000000,Ready_to_move,Resale,Builder_Floor,7000
900,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,11000000,Ready_to_move,Resale,Builder_Floor,7000
900,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,15800000,Ready_to_move,New_Property,Builder_Floor,22000
850,2,2,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 2,1,14600000,Ready_to_move,Resale,Builder_Floor,22000
800,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 2,1,14000000,Ready_to_move,New_Property,Builder_Floor,
2925,4,4,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,2,57500000,Ready_to_move,New_Property,Builder_Floor,22000
2700,4,4,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,2,55000000,Ready_to_move,Resale,Builder_Floor,183333
2925,4,4,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,2,57500000,Ready_to_move,New_Property,Builder_Floor,
1600,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,2,29500000,Ready_to_move,Resale,Builder_Floor,15556
1400,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,2,32500000,Ready_to_move,New_Property,Builder_Floor,16176
1700,3,3,Furnished,Lajpat Nagar,Lajpat Nagar 3,2,19000000,Ready_to_move,Resale,Builder_Floor,20000
1600,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,2,26000000,Ready_to_move,Resale,Builder_Floor,20000
1600,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,2,30000000,Ready_to_move,New_Property,Builder_Floor,22000
1450,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,2,30000000,Ready_to_move,New_Property,Builder_Floor,
1450,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,2,37500000,Ready_to_move,New_Property,Builder_Floor,
1450,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,2,30000000,Ready_to_move,New_Property,Builder_Floor,
1260,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,2,21000000,Ready_to_move,Resale,Builder_Floor,
1350,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,2,35000000,Ready_to_move,Resale,Builder_Floor,
2880,4,5,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,46000000,Ready_to_move,New_Property,Builder_Floor,15972
1350,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,15556
1350,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,15556
1700,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,28000000,Ready_to_move,Resale,Builder_Floor,15556
1700,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,27500000,Ready_to_move,Resale,Builder_Floor,16176
1450,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,45000000,Ready_to_move,New_Property,Builder_Floor,16176
1500,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,31500000,Ready_to_move,Resale,Builder_Floor,22000
1500,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,40000000,Ready_to_move,Resale,Builder_Floor,26666
1400,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,24500000,Ready_to_move,Resale,Builder_Floor,183333
1800,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,24500000,Ready_to_move,Resale,Apartment,183333
1400,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,32500000,Ready_to_move,New_Property,Builder_Floor,183333
1260,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,21000000,Ready_to_move,Resale,Builder_Floor,
1710,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,30000000,Ready_to_move,Resale,Builder_Floor,
1600,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,30000000,Ready_to_move,New_Property,Builder_Floor,
1500,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,31500000,Ready_to_move,Resale,Builder_Floor,
2200,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,30000000,Ready_to_move,Resale,Builder_Floor,
1350,3,3,Unfurnished,Lajpat Nagar,Lajpat Nagar 3,1,41500000,Ready_to_move,New_Property,Builder_Floor,
1710,3,3,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,1,24800000,Ready_to_move,Resale,Builder_Floor,
1000,2,2,Furnished,Lajpat Nagar,Lajpat Nagar 3,1,20000000,Ready_to_move,Resale,Apartment,20000
1000,2,2,Furnished,Lajpat Nagar,Lajpat Nagar 3,1,20000000,Ready_to_move,Resale,Apartment,20000
900,1,1,Semi-Furnished,Lajpat Nagar,Lajpat Nagar 3,,8900000,Ready_to_move,Resale,Builder_Floor,
750,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 4,1,13600000,Ready_to_move,New_Property,Builder_Floor,
1130,2,2,Unfurnished,Lajpat Nagar,Lajpat Nagar 4,1,7800000,Ready_to_move,Resale,Builder_Floor,
1143,3,3,Unfurnished,Lajpat Nagar,"Vikram Vihar, Lajpat Nagar",2,22000000,Ready_to_move,New_Property,Builder_Floor,22000
1150,3,3,Semi-Furnished,Lajpat Nagar,"Vikram Vihar, Lajpat Nagar",2,24000000,Ready_to_move,New_Property,Builder_Floor,22000
1000,3,3,Semi-Furnished,Lajpat Nagar,"Vikram Vihar, Lajpat Nagar",1,22000000,Ready_to_move,New_Property,Builder_Floor,22000
1100,3,3,Unfurnished,Lajpat Nagar,"Vikram Vihar, Lajpat Nagar",1,22500000,Ready_to_move,New_Property,Builder_Floor,22000
1080,3,2,Semi-Furnished,Lajpat Nagar,"Vikram Vihar, Lajpat Nagar",1,22500000,Ready_to_move,New_Property,Builder_Floor,
900,2,2,Unfurnished,Lajpat Nagar,"Vinoba Puri, Lajpat Nagar",2,6300000,Ready_to_move,Resale,Builder_Floor,7000
750,2,2,Semi-Furnished,Lajpat Nagar,"Vinoba Puri, Lajpat Nagar",2,11500000,Ready_to_move,New_Property,Builder_Floor,9259
441,2,1,Unfurnished,Laxmi Nagar,"Krishan Kunj, Laxmi Nagar",1,3500000,Ready_to_move,Resale,Apartment,32000
400,2,1,Furnished,Laxmi Nagar,Krishna Nagar Block A,1,2500000,Ready_to_move,New_Property,Apartment,6667
450,2,1,Unfurnished,Laxmi Nagar,"Lalita Park, Laxmi Nagar",2,2500000,Ready_to_move,Resale,Apartment,32000
800,3,2,Semi-Furnished,Laxmi Nagar,"Lalita Park, Laxmi Nagar",1,5400000,Ready_to_move,Resale,Builder_Floor,32000
720,3,3,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,2,5500000,Ready_to_move,Resale,Builder_Floor,7778
1700,4,3,Unfurnished,Laxmi Nagar,Laxmi Nagar,2,11500000,Ready_to_move,New_Property,Builder_Floor,32000
675,2,2,Furnished,Laxmi Nagar,Laxmi Nagar,2,2400000,Ready_to_move,Resale,Builder_Floor,32000
450,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,2,2700000,Ready_to_move,New_Property,Builder_Floor,7778
990,3,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,4000000,Ready_to_move,Resale,Apartment,4040
990,3,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,4000000,Ready_to_move,Resale,Apartment,4040
1000,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,5000000,Ready_to_move,New_Property,Apartment,5000
715,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,5600000,Ready_to_move,Resale,Apartment,5666
1000,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,7500000,Ready_to_move,Resale,Apartment,6667
1000,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,7500000,Ready_to_move,Resale,Apartment,7778
900,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,7778
800,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,4500000,Ready_to_move,New_Property,Builder_Floor,7778
810,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,9000000,Ready_to_move,Resale,Builder_Floor,11111
900,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Builder_Floor,11111
1000,3,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Apartment,11111
600,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,11667
900,4,2,Furnished,Laxmi Nagar,Laxmi Nagar,1,6600000,Ready_to_move,Resale,Builder_Floor,32000
801,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,6000000,Ready_to_move,New_Property,Builder_Floor,
450,1,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,2700000,Ready_to_move,Resale,Builder_Floor,
1000,3,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,6500000,Ready_to_move,Resale,Apartment,
420,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,2600000,Ready_to_move,New_Property,Builder_Floor,4040
450,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,7778
450,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,7778
540,2,1,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,3500000,Ready_to_move,Resale,Builder_Floor,11667
500,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,3700000,Ready_to_move,Resale,Builder_Floor,32000
1000,3,3,Furnished,Laxmi Nagar,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain",1,12500000,Ready_to_move,Resale,Builder_Floor,5666
450,2,2,Semi-Furnished,Laxmi Nagar,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",1,2550000,Ready_to_move,New_Property,Builder_Floor,5666
